ko	description	Cytoplasmic	CytoplasmicMembrane	Extracellular	OuterMembrane	Periplasmic	Unknown	subcellular location	copy number	fraction of prokaryotes
K18958	"whiB7; WhiB family transcriptional regulator, redox-sensing transcriptional regulator"	0.061538462	0	0	0	0.01025641	0.928205128	NA	1.056737589	0.05075594
K01671	yihT; sulfofructosephosphate aldolase [EC:4.1.2.57]	0.469879518	0	0	0	0.355421687	0.174698795	NA	1	0.051115911
K02571	napE; periplasmic nitrate reductase NapE	0	0.985507246	0	0	0	0.014492754	NA	1.112676056	0.051115911
K03420	psmR; proteasome regulatory subunit	0.008	0.992	0	0	0	0	NA	1.366197183	0.051115911
K05792	terA; tellurite resistance protein TerA	0.630434783	0	0.02173913	0.017391304	0	0.330434783	NA	1.084507042	0.051115911
K06297	gerKC; spore germination protein KC	0.013245033	0.977924945	0	0	0	0.008830022	NA	1.901408451	0.051115911
K07350	fimH; minor fimbrial subunit	0	0.039408867	0.073891626	0	0	0.886699507	NA	1.021126761	0.051115911
K08295	abmG; 2-aminobenzoate-CoA ligase [EC:6.2.1.32]	0.55	0.440909091	0	0	0	0.009090909	NA	1.014084507	0.051115911
K12060	traU; conjugal transfer pilus assembly protein TraU	0	0	0	0	0.651515152	0.348484848	NA	1.183098592	0.051115911
K12137	hyfB; hydrogenase-4 component B [EC:1.-.-.-]	0	1	0	0	0	0	NA	1.084507042	0.051115911
K13683	wcaE; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	0.051136364	0	0	0	0	0.948863636	NA	1	0.051115911
K02476	"K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]"	0.002824859	0.994350282	0	0	0	0.002824859	NA	1.006993007	0.051475882
K05713	"mhpB; 2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]"	0.182608696	0.334782609	0	0	0	0.482608696	NA	1.118881119	0.051475882
K06298	gerM; germination protein M	0.23	0	0.05	0	0.215	0.505	NA	1.006993007	0.051475882
K06434	tlp; small acid-soluble spore protein (thioredoxin-like protein)	0.076530612	0	0	0	0	0.923469388	NA	1.013986014	0.051475882
K06974	"amzA, AMZ2, AMZ1; archaemetzincin [EC:3.4.-.-]"	0.737967914	0.010695187	0.005347594	0	0	0.245989305	NA	1.153846154	0.051475882
K15524	mngB; mannosylglycerate hydrolase [EC:3.2.1.170]	0.604878049	0.024390244	0	0	0	0.370731707	NA	1.118881119	0.051475882
K16959	tcyM; L-cystine transport system permease protein	0	1	0	0	0	0	NA	1.104895105	0.051475882
K08344	scsB; suppressor for copper-sensitivity B	0	1	0	0	0	0	NA	1	0.051835853
K11106	ttdT; L-tartrate/succinate antiporter	0	1	0	0	0	0	NA	1.034722222	0.051835853
K11740	nfrB; bacteriophage N4 adsorption protein B	0	1	0	0	0	0	NA	1.013888889	0.051835853
K12661	"LRA3, yfaW; L-rhamnonate dehydratase [EC:4.2.1.90]"	0.70212766	0	0	0	0	0.29787234	NA	1.020833333	0.051835853
K13630	marB; multiple antibiotic resistance protein MarB	0	0	0	0	0	1	NA	1	0.051835853
K02482	"K02482; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1.220689655	0.052195824
K02506	"hofD, hopD; leader peptidase HopD [EC:3.4.23.43]"	0	1	0	0	0	0	NA	1	0.052195824
K02595	nifW; nitrogenase-stabilizing/protective protein	0.186813187	0	0	0	0	0.813186813	NA	1.020689655	0.052195824
K15922	yihQ; alpha-glucosidase [EC:3.2.1.20]	0.294416244	0.010152284	0	0	0	0.695431472	NA	1.027586207	0.052195824
K02944	"RP-LX, rplX; large subunit ribosomal protein LX"	0.209944751	0	0	0	0	0.790055249	NA	1	0.052555796
K06347	kapB; kinase-associated protein B	0.582474227	0	0	0	0	0.417525773	NA	1	0.052555796
K07498	K07498; putative transposase	0.369512195	0	0	0	0	0.630487805	NA	3.205479452	0.052555796
K11191	"PTS-Mur-EIIB, murP; PTS system, N-acetylmuramic acid-specific IIB component [EC:2.7.1.69]"	0	1	0	0	0	0	NA	1.01369863	0.052555796
K11192	"PTS-Mur-EIIC, murP; PTS system, N-acetylmuramic acid-specific IIC component"	0	1	0	0	0	0	NA	1.01369863	0.052555796
K12063	traC; conjugal transfer ATP-binding protein TraC	0.494296578	0.121673004	0	0	0	0.384030418	NA	1.157534247	0.052555796
K12065	traB; conjugal transfer pilus assembly protein TraB	0.179104478	0.067164179	0.100746269	0.018656716	0.02238806	0.611940299	NA	1.191780822	0.052555796
K18912	egtB; gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]	0.558823529	0	0	0	0	0.441176471	NA	1.006849315	0.052555796
K07312	ynfH; Tat-targeted selenate reductase subunit YnfH	0	1	0	0	0	0	NA	1.006802721	0.052915767
K09706	K09706; uncharacterized protein	0.781395349	0	0	0	0	0.218604651	NA	1	0.052915767
K11537	"xapB; MFS transporter, NHS family, xanthosine permease"	0	1	0	0	0	0	NA	1.013605442	0.052915767
K11622	liaF; lia operon protein LiaF	0	1	0	0	0	0	NA	1.06122449	0.052915767
K11732	pheP; phenylalanine-specific permease	0	1	0	0	0	0	NA	1.006802721	0.052915767
K13963	SERPINB; serpin B	0.209090909	0.163636364	0	0.004545455	0.027272727	0.595454545	NA	1.210884354	0.052915767
K16649	"glft1; rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]"	0.625	0.023148148	0	0	0.00462963	0.347222222	NA	1.006802721	0.052915767
K18587	COQ9; ubiquinone biosynthesis protein COQ9	0.413978495	0.037634409	0	0	0.010752688	0.537634409	NA	1	0.052915767
K19139	csm4; CRISPR-associated protein Csm4	0.467836257	0.011695906	0	0.01754386	0.005847953	0.497076023	NA	1.034013605	0.052915767
K02597	nifZ; nitrogen fixation protein NifZ	0.545454545	0	0	0	0	0.454545455	NA	1.297297297	0.053275738
K03309	"TC.DAACS; dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family"	0	1	0	0	0	0	NA	1.02027027	0.053275738
K03540	"RPR2, RPP21; ribonuclease P protein subunit RPR2 [EC:3.1.26.5]"	0.479166667	0	0	0	0	0.520833333	NA	1	0.053275738
K07991	"flaK-A, flaK; archaeal preflagellin peptidase FlaK [EC:3.4.23.52]"	0	1	0	0	0	0	NA	1.148648649	0.053275738
K12056	traG; conjugal transfer mating pair stabilization protein TraG	0	0.870036101	0.007220217	0.007220217	0	0.115523466	NA	1.195945946	0.053275738
K12067	traE; conjugal transfer pilus assembly protein TraE	0.04467354	0.5395189	0	0	0	0.41580756	NA	1.297297297	0.053275738
K12556	pbp2X; penicillin-binding protein 2X [EC:2.3.2.-]	0	0.970930233	0	0	0	0.029069767	NA	1.013513514	0.053275738
K15722	cedA; cell division activator	0	0	0	0	0	1	NA	1	0.053275738
K18842	"chpS, chpBI; antitoxin ChpS"	0.048245614	0.004385965	0	0	0	0.947368421	NA	1.101351351	0.053275738
K01075	E3.1.2.23; 4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]	0.691119691	0	0	0	0	0.308880309	NA	1.147651007	0.053635709
K03538	"POP4, RPP29; ribonuclease P protein subunit POP4 [EC:3.1.26.5]"	0.28125	0	0.010416667	0	0	0.708333333	NA	1.006711409	0.053635709
K05876	"trg; methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor"	0	0.996296296	0	0	0	0.003703704	NA	1.201342282	0.053635709
K08970	rcnA; nickel/cobalt exporter	0	1	0	0	0	0	NA	1.067114094	0.053635709
K08975	K08975; putative membrane protein	0	0.995391705	0	0	0	0.004608295	NA	1.174496644	0.053635709
K09709	meh; 3-methylfumaryl-CoA hydratase [EC:4.2.1.153]	0.540229885	0.01532567	0	0	0.007662835	0.436781609	NA	1.147651007	0.053635709
K15547	mdtO; multidrug resistance protein MdtO	0	1	0	0	0	0	NA	1.013422819	0.053635709
K03930	estA; putative tributyrin esterase [EC:3.1.1.-]	0.245714286	0	0	0	0	0.754285714	NA	1.013333333	0.05399568
K07108	K07108; uncharacterized protein	0.733333333	0.003174603	0	0	0	0.263492063	NA	1.646666667	0.05399568
K13730	inlA; internalin A	0.276150628	0.008368201	0.158995816	0.209205021	0	0.347280335	NA	1.22	0.05399568
K17884	E2.7.8.39; archaetidylinositol phosphate synthase [EC:2.7.8.39]	0	1	0	0	0	0	NA	1.066666667	0.05399568
K01578	MLYCD; malonyl-CoA decarboxylase [EC:4.1.1.9]	0.786407767	0.009708738	0	0	0	0.203883495	NA	1.033112583	0.054355652
K02164	norE; nitric oxide reductase NorE protein	0	1	0	0	0	0	NA	1.105960265	0.054355652
K03289	"nupG; MFS transporter, NHS family, nucleoside permease"	0	1	0	0	0	0	NA	1.006622517	0.054355652
K09127	cmr3; CRISPR-associated protein Cmr3	0.546448087	0.043715847	0	0	0.016393443	0.393442623	NA	1.079470199	0.054355652
K09729	K09729; uncharacterized protein	0.254716981	0.58490566	0	0	0	0.160377358	NA	1.066225166	0.054355652
K15270	sam; S-adenosylmethionine uptake transporter	0	1	0	0	0	0	NA	1.059602649	0.054355652
K15549	"mdtN; membrane fusion protein, multidrug efflux system"	0	0.995594714	0	0	0	0.004405286	NA	1.026490066	0.054355652
K00972	UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]	0.4	0	0	0	0	0.6	NA	1	0.054715623
K02593	nifT; nitrogen fixation protein NifT	0.015544041	0.005181347	0	0	0	0.979274611	NA	1.026315789	0.054715623
K03288	"citA, tcuC; MFS transporter, MHS family, citrate/tricarballylate:H+ symporter"	0	1	0	0	0	0	NA	1.157894737	0.054715623
K07580	K07580; Zn-ribbon RNA-binding protein	0	0	0	0	0	1	NA	1.006578947	0.054715623
K09961	K09961; uncharacterized protein	0.53358209	0.01119403	0	0.003731343	0.014925373	0.436567164	NA	1.151315789	0.054715623
K15876	nrfH; cytochrome c nitrite reductase small subunit	0.018779343	0.295774648	0	0	0.03286385	0.65258216	NA	1.085526316	0.054715623
K01160	rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	0.276960784	0.073529412	0	0	0	0.649509804	NA	2.222222222	0.055075594
K03838	tdcC; threonine transporter	0	1	0	0	0	0	NA	1	0.055075594
K07016	"csm1, cas10; CRISPR-associated protein Csm1"	0.58988764	0.016853933	0.005617978	0.033707865	0	0.353932584	NA	1.039215686	0.055075594
K08352	"phsA, psrA; thiosulfate reductase / polysulfide reductase chain A"	0.574766355	0	0	0	0.004672897	0.420560748	NA	1.209150327	0.055075594
K09607	ina; immune inhibitor A [EC:3.4.24.-]	0.006578947	0	0.253289474	0.029605263	0.009868421	0.700657895	NA	1.470588235	0.055075594
K11911	vasL; type VI secretion system protein VasL	0.224242424	0.075757576	0	0.003030303	0.051515152	0.645454545	NA	1.320261438	0.055075594
K14052	puuP; putrescine importer	0	1	0	0	0	0	NA	1.019607843	0.055075594
K14136	K14136; decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]	0	1	0	0	0	0	NA	1	0.055075594
K15496	wtpB; molybdate/tungstate transport system permease protein	0	1	0	0	0	0	NA	1.065359477	0.055075594
K02922	"RP-L37e, RPL37; large subunit ribosomal protein L37e"	0	0	0	0	0	1	NA	1	0.055435565
K07333	"flaJ-A, flaJ; archaeal flagellar protein FlaJ"	0	1	0	0	0	0	NA	2.571428571	0.055435565
K08217	"mef; MFS transporter, DHA3 family, macrolide efflux protein"	0	0.996138996	0	0	0	0.003861004	NA	1.201298701	0.055435565
K14339	"mptB; alpha-1,6-mannosyltransferase [EC:2.4.1.-]"	0	1	0	0	0	0	NA	1.012987013	0.055435565
K18924	ykkC; paired small multidrug resistance pump	0	1	0	0	0	0	NA	1.584415584	0.055435565
K19156	"prlF, sohA; antitoxin PrlF"	0.289099526	0	0	0	0	0.710900474	NA	1.058441558	0.055435565
K09964	K09964; uncharacterized protein	0.049773756	0.108597285	0	0	0	0.841628959	NA	1.019354839	0.055795536
K11477	glcG; glc operon protein GlcG	0.00456621	0.01826484	0	0	0	0.97716895	NA	1.04516129	0.055795536
K11533	"fas; fatty acid synthase, bacteria type [EC:2.3.1.-]"	0.019455253	0.922178988	0	0	0	0.058365759	NA	1.077419355	0.055795536
K18925	ykkD; paired small multidrug resistance pump	0	1	0	0	0	0	NA	1.341935484	0.055795536
K09942	K09942; uncharacterized protein	0.365591398	0.043010753	0.005376344	0.080645161	0	0.505376344	NA	1.038461538	0.056155508
K11003	"hlyD, cyaD; hemolysin D"	0	0.991071429	0	0	0	0.008928571	NA	1.064102564	0.056155508
K11130	"NOP10, NOLA3; H/ACA ribonucleoprotein complex subunit 3"	0.005235602	0	0	0	0	0.994764398	NA	1	0.056155508
K12508	fcs; feruloyl-CoA synthase [EC:6.2.1.34]	0.423780488	0.393292683	0	0	0	0.182926829	NA	1.371794872	0.056155508
K15600	thiZ; putative hydroxymethylpyrimidine transport system ATP-binding protein	0	0.974683544	0	0	0	0.025316456	NA	1.012820513	0.056155508
K16347	ecnA; entericidin A	0	0.98630137	0	0	0	0.01369863	NA	1	0.056155508
K16870	wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	0.125560538	0.013452915	0	0	0	0.860986547	NA	1.006410256	0.056155508
K02977	"RP-S27Ae, RPS27A; small subunit ribosomal protein S27Ae"	0	0	0	0	0	1	NA	1	0.056515479
K03445	"nepI; MFS transporter, DHA1 family, purine ribonucleoside efflux pump"	0	1	0	0	0	0	NA	1.038216561	0.056515479
K05364	E2.4.1.129; peptidoglycan glycosyltransferase [EC:2.4.1.129]	0	0.888235294	0	0	0	0.111764706	NA	1.082802548	0.056515479
K08349	"fdnH; formate dehydrogenase-N, beta subunit"	0	1	0	0	0	0	NA	1.01910828	0.056515479
K11531	lsrR; lsr operon transcriptional repressor	0.277056277	0.012987013	0	0	0	0.70995671	NA	1	0.056515479
K16927	cbrT; energy-coupling factor transport system substrate-specific component	0.004310345	0.995689655	0	0	0	0	NA	1.057324841	0.056515479
K02100	"araE; MFS transporter, SP family, arabinose:H+ symporter"	0	1	0	0	0	0	NA	1	0.05687545
K06869	K06869; uncharacterized protein	0.713261649	0.028673835	0	0	0	0.258064516	NA	1.411392405	0.05687545
K08676	tri; tricorn protease [EC:3.4.21.-]	0.289361702	0.10212766	0	0.09787234	0.038297872	0.472340426	NA	1.101265823	0.05687545
K09982	K09982; uncharacterized protein	0.10373444	0	0	0	0	0.89626556	NA	1.050632911	0.05687545
K10253	"K10253; DOPA 4,5-dioxygenase [EC:1.14.99.-]"	0.200772201	0.015444015	0	0	0	0.783783784	NA	1.012658228	0.05687545
K17227	soxZ; sulfur-oxidizing protein SoxZ	0.016528926	0	0	0	0	0.983471074	NA	1.221518987	0.05687545
K19142	cmr6; CRISPR-associated protein Cmr6	0.580310881	0	0	0.010362694	0.010362694	0.398963731	NA	1.088607595	0.05687545
K01235	aguA; alpha-glucuronidase [EC:3.2.1.139]	0.390134529	0.035874439	0	0.004484305	0.053811659	0.515695067	NA	1.025157233	0.057235421
K02924	"RP-L39e, RPL39; large subunit ribosomal protein L39e"	0	0	0	0	0	1	NA	1	0.057235421
K03055	rpoK; DNA-directed RNA polymerase subunit K [EC:2.7.7.6]	0.113989637	0	0	0	0	0.886010363	NA	1	0.057235421
K03765	cadC; transcriptional activator of cad operon	0.188940092	0.35483871	0	0	0	0.456221198	NA	1.018867925	0.057235421
K04796	RUXX; small nuclear ribonucleoprotein	0.068592058	0.003610108	0	0	0	0.927797834	NA	1.402515723	0.057235421
K05970	SIAE; sialate O-acetylesterase [EC:3.1.1.53]	0.231770833	0.03125	0.010416667	0.059895833	0.018229167	0.6484375	NA	1.65408805	0.057235421
K06408	spoVAF; stage V sporulation protein AF	0.004166667	0.991666667	0	0	0	0.004166667	NA	1.132075472	0.057235421
K07777	"degS; two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]"	0.013513514	0.977477477	0.004504505	0	0	0.004504505	NA	1.044025157	0.057235421
K08350	"fdnI; formate dehydrogenase-N, gamma subunit"	0	1	0	0	0	0	NA	1.018867925	0.057235421
K09826	"irr; Fur family transcriptional regulator, iron response regulator"	0.782426778	0	0	0	0	0.217573222	NA	1.13836478	0.057235421
K14061	uspF; universal stress protein F	0.597402597	0.004329004	0	0	0	0.398268398	NA	1.081761006	0.057235421
K01909	mbtM; long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20]	0.005	0.99	0	0	0	0.005	NA	1.05	0.057595392
K03759	adiC; arginine:agmatine antiporter	0	1	0	0	0	0	NA	1.01875	0.057595392
K08163	"mdtL; MFS transporter, DHA1 family, multidrug resistance protein"	0	1	0	0	0	0	NA	1.0125	0.057595392
K09707	K09707; uncharacterized protein	0.111111111	0.072463768	0	0	0	0.816425121	NA	1.0125	0.057595392
K19155	yhaV; toxin YhaV [EC:3.1.-.-]	0.043478261	0	0	0	0.014492754	0.942028986	NA	1.04375	0.057595392
K11031	slo; thiol-activated cytolysin	0.148148148	0	0.013888889	0.069444444	0	0.768518519	NA	1.074534161	0.057955364
K15832	hycG; formate hydrogenlyase subunit 7	0	1	0	0	0	0	NA	1	0.057955364
K16648	aftD; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]	0	0.995614035	0	0	0	0.004385965	NA	1.01863354	0.057955364
K01771	"E4.6.1.13, plc; 1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]"	0.127906977	0	0.023255814	0	0	0.848837209	NA	1.117283951	0.058315335
K02927	"RP-L40e, RPL40; large subunit ribosomal protein L40e"	0	0	0	0	0	1	NA	1	0.058315335
K02974	"RP-S24e, RPS24; small subunit ribosomal protein S24e"	0.52	0	0	0	0	0.48	NA	1	0.058315335
K03059	rpoP; DNA-directed RNA polymerase subunit P [EC:2.7.7.6]	0.014563107	0	0	0	0	0.985436893	NA	1.00617284	0.058315335
K03194	virB1; type IV secretion system protein VirB1	0.073248408	0	0.012738854	0.003184713	0.063694268	0.847133758	NA	1.240740741	0.058315335
K03626	"EGD2, NACA; nascent polypeptide-associated complex subunit alpha"	0.694174757	0	0	0	0	0.305825243	NA	1.00617284	0.058315335
K07480	insB; insertion element IS1 protein InsB	0.013170892	0.003951268	0	0	0	0.98287784	NA	14.18518519	0.058315335
K11051	"ABC-2.CYL.P, cylB; multidrug/hemolysin transport system permease protein"	0	0.995348837	0	0	0	0.004651163	NA	1.024691358	0.058315335
K14337	"mptA; alpha-1,6-mannosyltransferase [EC:2.4.1.-]"	0	1	0	0	0	0	NA	1.024691358	0.058315335
K16653	dprE1; decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]	0.331932773	0.008403361	0	0	0	0.659663866	NA	1.018518519	0.058315335
K03058	rpoN; DNA-directed RNA polymerase subunit N [EC:2.7.7.6]	0.225	0	0	0	0	0.775	NA	1	0.058675306
K09023	rutD; aminoacrylate hydrolase [EC:3.5.1.-]	0.259911894	0.017621145	0	0	0	0.72246696	NA	1.018404908	0.058675306
K09740	K09740; uncharacterized protein	0.473684211	0.019138756	0	0	0	0.507177033	NA	1.036809816	0.058675306
K09776	K09776; uncharacterized protein	0.783410138	0	0	0	0	0.216589862	NA	1.030674847	0.058675306
K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1.006134969	0.058675306
K15828	hycC; formate hydrogenlyase subunit 3	0	1	0	0	0	0	NA	1.006134969	0.058675306
K16323	"yxjA, nupG; purine nucleoside transport protein"	0	1	0	0	0	0	NA	1.012269939	0.058675306
K17322	"K17322, glpP; glycerol transport system permease protein"	0	1	0	0	0	0	NA	1.018404908	0.058675306
K02978	"RP-S27e, RPS27; small subunit ribosomal protein S27e"	0.014634146	0	0	0	0	0.985365854	NA	1	0.059035277
K03105	SRP19; signal recognition particle subunit SRP19	0.241545894	0	0	0	0	0.758454106	NA	1	0.059035277
K07060	nob1; endoribonuclease Nob1 [EC:3.1.-.-]	0.756097561	0.009756098	0	0	0	0.234146341	NA	1	0.059035277
K07757	ybiV; sugar-phosphatase [EC:3.1.3.23]	0.527659574	0.004255319	0	0	0.114893617	0.353191489	NA	1.103658537	0.059035277
K11004	"hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB"	0	1	0	0	0	0	NA	1.085365854	0.059035277
K12151	bhsA; multiple stress resistance protein BhsA	0	0	0.003759398	0	0	0.996240602	NA	1.12804878	0.059035277
K13069	E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]	0.444444444	0.555555556	0	0	0	0	NA	1.445121951	0.059035277
K13588	chpT; histidine phosphotransferase ChpT	0.414847162	0.008733624	0	0	0	0.576419214	NA	1	0.059035277
K16922	yydH; putative peptide zinc metalloprotease protein	0	0.987654321	0	0	0	0.012345679	NA	1.18902439	0.059035277
K18902	bpeF; multidrug efflux pump	0	1	0	0	0	0	NA	1.048780488	0.059035277
K02277	"coxD, ctaF; cytochrome c oxidase subunit IV [EC:1.9.3.1]"	0	1	0	0	0	0	NA	1.018181818	0.059395248
K02896	"RP-L24e, RPL24; large subunit ribosomal protein L24e"	0.048076923	0	0	0	0	0.951923077	NA	1.006060606	0.059395248
K02910	"RP-L31e, RPL31; large subunit ribosomal protein L31e"	0.262135922	0	0	0	0	0.737864078	NA	1	0.059395248
K03050	"rpoE2; DNA-directed RNA polymerase subunit E"" [EC:2.7.7.6]"	0.004784689	0	0	0	0	0.995215311	NA	1.006060606	0.059395248
K03053	rpoH; DNA-directed RNA polymerase subunit H [EC:2.7.7.6]	0.438095238	0	0	0	0	0.561904762	NA	1.006060606	0.059395248
K03057	"rpoM, tfs; DNA-directed RNA polymerase subunit M"	0.153374233	0	0	0	0	0.846625767	NA	1.612121212	0.059395248
K03757	cadB; cadaverine:lysine antiporter	0	1	0	0	0	0	NA	1.042424242	0.059395248
K06151	E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	0.060606061	0	0.006060606	0.003030303	0	0.93030303	NA	1.181818182	0.059395248
K09965	K09965; uncharacterized protein	0.259541985	0	0	0	0.007633588	0.732824427	NA	1.012121212	0.059395248
K11050	"ABC-2.CYL.A, cylA; multidrug/hemolysin transport system ATP-binding protein"	0.095022624	0.882352941	0	0	0	0.022624434	NA	1.036363636	0.059395248
K13012	wbqP; O-antigen biosynthesis protein WbqP	0	0.995575221	0	0	0	0.004424779	NA	1.024242424	0.059395248
K15829	hycD; formate hydrogenlyase subunit 4	0	1	0	0	0	0	NA	1	0.059395248
K16915	cbiL; nickel transport protein	0.054393305	0.19665272	0	0	0.008368201	0.740585774	NA	1.133333333	0.059395248
K17323	glpQ; glycerol transport system permease protein	0	1	0	0	0	0	NA	1.018181818	0.059395248
K18901	"bpeE; membrane fusion protein, multidrug efflux system"	0.004048583	0.834008097	0	0	0	0.16194332	NA	1.024242424	0.059395248
K18967	dge1; diguanylate cyclase [EC:2.7.7.65]	0.003636364	0.974545455	0	0	0	0.021818182	NA	1.193939394	0.059395248
K02497	"hemX1, hemX; HemX protein"	0	1	0	0	0	0	NA	1.006024096	0.05975522
K02869	"RP-L12, rpl12; large subunit ribosomal protein L12"	0.004739336	0	0	0	0.028436019	0.966824645	NA	1.006024096	0.05975522
K02883	"RP-L18e, RPL18; large subunit ribosomal protein L18e"	0.385714286	0	0	0	0	0.614285714	NA	1	0.05975522
K02889	"RP-L21e, RPL21; large subunit ribosomal protein L21e"	0.10952381	0	0	0	0	0.89047619	NA	1	0.05975522
K02912	"RP-L32e, RPL32; large subunit ribosomal protein L32e"	0.680952381	0	0	0	0	0.319047619	NA	1	0.05975522
K02979	"RP-S28e, RPS28; small subunit ribosomal protein S28e"	0.6	0	0	0	0	0.4	NA	1	0.05975522
K02984	"RP-S3Ae, RPS3A; small subunit ribosomal protein S3Ae"	0.747619048	0	0	0	0	0.252380952	NA	1	0.05975522
K03056	rpoL; DNA-directed RNA polymerase subunit L [EC:2.7.7.6]	0.698564593	0	0	0	0	0.301435407	NA	1	0.05975522
K03264	EIF6; translation initiation factor 6	0.660287081	0.014354067	0	0	0	0.325358852	NA	1	0.05975522
K06174	"ABCE1, Rli1; ATP-binding cassette, sub-family E, member 1"	0.302884615	0.697115385	0	0	0	0	NA	1	0.05975522
K06982	pok; pantoate kinase [EC:2.7.1.169]	0.733333333	0.00952381	0	0	0	0.257142857	NA	1.006024096	0.05975522
K08983	K08983; putative membrane protein	0	1	0	0	0	0	NA	1	0.05975522
K08988	K08988; putative membrane protein	0.110204082	0.759183673	0	0	0	0.130612245	NA	1.006024096	0.05975522
K13727	pdc; phenolic acid decarboxylase [EC:4.1.1.-]	0.678030303	0	0	0	0	0.321969697	NA	1.042168675	0.05975522
K14744	rzpD; prophage endopeptidase [EC:3.4.-.-]	0.112546125	0.005535055	0	0	0	0.881918819	NA	2.734939759	0.05975522
K17104	E2.5.1.41; phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]	0.660792952	0.004405286	0	0	0	0.334801762	NA	1.096385542	0.05975522
K02877	"RP-L15e, RPL15; large subunit ribosomal protein L15e"	0.682464455	0	0	0	0	0.317535545	NA	1	0.060115191
K02921	"RP-L37Ae, RPL37A; large subunit ribosomal protein L37Ae"	0	0	0	0	0	1	NA	1	0.060115191
K02929	"RP-L44e, RPL44; large subunit ribosomal protein L44e"	0.241706161	0	0	0	0	0.758293839	NA	1	0.060115191
K02962	"RP-S17e, RPS17; small subunit ribosomal protein S17e"	0.028436019	0	0	0	0	0.971563981	NA	1.023952096	0.060115191
K02966	"RP-S19e, RPS19; small subunit ribosomal protein S19e"	0.701421801	0	0	0	0	0.298578199	NA	1	0.060115191
K02991	"RP-S6e, RPS6; small subunit ribosomal protein S6e"	0.630331754	0	0	0	0	0.369668246	NA	1	0.060115191
K02995	"RP-S8e, RPS8; small subunit ribosomal protein S8e"	0.341232227	0	0	0	0	0.658767773	NA	1	0.060115191
K03221	"yscF, sctF; type III secretion protein F"	0	0	0.159779614	0	0	0.840220386	NA	1.377245509	0.060115191
K03232	EEF1B; elongation factor 1-beta	0.355450237	0	0	0	0	0.644549763	NA	1	0.060115191
K03236	EIF1A; translation initiation factor 1A	0.473015873	0	0	0	0	0.526984127	NA	1.323353293	0.060115191
K04798	"pfdB, PFDN6; prefoldin beta subunit"	0.547169811	0	0	0	0	0.452830189	NA	1.005988024	0.060115191
K06875	"PDCD5, TFAR19; programmed cell death protein 5"	0.658767773	0	0	0	0	0.341232227	NA	1	0.060115191
K16348	ecnB; entericidin B	0	0.950617284	0	0	0	0.049382716	NA	1	0.060115191
K06413	spoVK; stage V sporulation protein K	0.75862069	0.073275862	0	0	0	0.168103448	NA	1.011904762	0.060475162
K15737	csiD; protein CsiD	0.225352113	0	0	0	0	0.774647887	NA	1	0.060475162
K17324	glpS; glycerol transport system ATP-binding protein	0.009049774	0.981900452	0	0	0	0.009049774	NA	1.023809524	0.060475162
K18843	hicB; antitoxin HicB	0.552123552	0.015444015	0	0	0	0.432432432	NA	1.095238095	0.060475162
K00801	FDFT1; farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]	0.613168724	0.012345679	0	0.004115226	0	0.37037037	NA	1.01183432	0.060835133
K17321	glpV; glycerol transport system substrate-binding protein	0.089686099	0	0	0	0.421524664	0.488789238	NA	1.017751479	0.060835133
K00196	cooF; carbon-monoxide dehydrogenase iron sulfur subunit	0.71641791	0.257462687	0	0	0	0.026119403	NA	1.264705882	0.061195104
K04016	nrfE; cytochrome c-type biogenesis protein NrfE	0	1	0	0	0	0	NA	1	0.061195104
K09956	K09956; uncharacterized protein	0.267657993	0	0	0	0	0.732342007	NA	1.088235294	0.061195104
